id,date,username,tweet
1257725341361041409,2020-05-06,rianard8,Hasil dengerin bacotan barudak aja
1257725341151322114,2020-05-06,armianurharisa,ga juga 2nd acc aku untuk misuh only
1257725341063213058,2020-05-06,afriliawep,Sifatnya buriq banget eww
1257725340752900097,2020-05-06,nfthah__,Banjir jugak nih😪😭 https://twitter.com/athirahann/status/1257326443840679937 …
1257725340669014016,2020-05-06,tolaa666,Khilaf
1257725340425707520,2020-05-06,ivanbangkit,Opa? Emang setua itu? Hahaha
1257725340387926016,2020-05-06,hannawafa2,"mau hapus wa ganti ke imessages aja tp temenku di wa semua, jd gimana"
1257725340366934016,2020-05-06,ekocahyono_,wkwkwkw kirain masih
1257725340253696000,2020-05-06,heybeeep,kembar tp ga sengaja tp kembar pic.twitter.com/7452Gi36ms
1257725340006232065,2020-05-06,chorizka98,"Oh iya bener , tapi bingung mau cari dimana"
1257725339813347328,2020-05-06,olaa8325,JaHad kamu cel
1257725339536519171,2020-05-06,tizanirivad,Itu merupakan cita cita dari mahasiswa wkwk
1257725339435843586,2020-05-06,hirminsyih,aku kenapa? pic.twitter.com/NxQ0DXD4KM
1257725339318358016,2020-05-06,moch_jaman26,Absen tengah malam check
1257725339309977600,2020-05-06,gsj____,Kangen sekolahh
1257725339284893697,2020-05-06,sheyengqu,Heee jangan bocorin rahasia perusahaan
1257725339217756160,2020-05-06,ryncsa,"Iyalah, yg kamu tau cukup aku. Hiya hiya"
1257725339070951425,2020-05-06,ilvmyselff,kaget anjerrr ada kecoa terbang😭
1257725338563428352,2020-05-06,noviadinles,sering bgt dibuat dongkol asw
1257725338550808583,2020-05-06,irfanmramdhan,"Tentang Orang lain, ada kekurangan mereka yg memang bisa dan harus kita terima
Tp ada juga yang harus mereka rubah sendiri"
1257725338429218817,2020-05-06,zhurazhura,Di inget aja alhamdulillah walaupun paling akhir 😀
1257725338139758594,2020-05-06,ali_haidhar,Skrg malem keberapa min?
1257725338089426945,2020-05-06,borsubor,"Bener wes, latian o sek rek"
1257725338018148354,2020-05-06,henyindah20,Yauda gausah di paksa 😌
1257725338018148352,2020-05-06,hananurulsiti,Alhamdulillah patut rasa semangat & smooth je buat kerja. Rupanya ada orang doakan kita dekat tuiter!!!! Tq rodhiah
1257725337796071424,2020-05-06,enianeh,Pengembangan MOOC Materi Jaringan Mikrotik - Pendidikan Informatika. Lulus jalur hoki 😂🤭
1257725337707835393,2020-05-06,shyiareefah,"ga, Alhamdulillah"
1257725337699356672,2020-05-06,chempionsmule,"Saat patah hati, seluruh organ tubuh manusia tidak akan berfungsi dengan sebagaimana mestinya, begitu pula dengan jatuh cinta"
1257725337619755008,2020-05-06,itslovakiraa,Berapa banyak air mata yg telah dikeluarkan namun masih tak cukup membuatnya hengkang dari ingatanmu?
1257725337456107520,2020-05-06,nrlaizaaziz,Kes sailang ni semakin serius ye kawan
1257725337401610240,2020-05-06,martceliniazrs,Senyum palsu cuih
1257725337196064768,2020-05-06,rafliakbaaaaar,masa lalu biarlah masa lalu
1257725337036664832,2020-05-06,wawanzone,"si pemakan logam temen lu, golongan 12"
1257725337019969536,2020-05-06,xxvanills,lebih pilih mana?
1257725336915111936,2020-05-06,sudahlahdonn_,JASA DESAIN POSTER DM AJA
1257725336617250818,2020-05-06,ntyrcpoft,Moga yang baik baik untuk ibu ibu kita :) they deserve all the happiness in the world ❤️❤️
1257725336600510466,2020-05-06,maiyooooo,"Last sayang kucing camni masa f1. Nama dia ""jari banyak"". Sebab dia ada 6 jari kat tiap kaki tangan  Arwah abah bawak balik. dia meleset je kat abah masatu. Dia kucing hutan. Ganas. Lambat tuang nasi kat pinggan dia, confirm kena gigit!"
1257725336541736961,2020-05-06,imlosingu,Bantuin apa):
1257725336382435328,2020-05-06,forgintoki,"Ini jalan yang kau pilih untuk dirimu sendiri, tak peduli apa kata orang dan tak perlu ditakutkan. -Bossun (Sket Dance)"
1257725336206274560,2020-05-06,windeeeeeeeee,"Selamat tidur🌛
#Ramadhan pic.twitter.com/Jx47V7blKG"
1257725336051019777,2020-05-06,expelliarmoss,Semangat sasha^^
1257725336000724994,2020-05-06,bhadreswarawira,Demi cinta dek
1257725335916822528,2020-05-06,yiyijohannis,Terakhir epic 1 bintang kd ingt. Sampai hari ini blm update wkwkkwk
1257725335786774529,2020-05-06,nrlndiaa,Aku fast replier tapi tkdihargai. Kena dbtick macam bodoo je hm ')
1257725335736651776,2020-05-06,kkkjmjk,"Our beautiful angel 😍😊
Beneran kangen kamu pake banget🥺
Jimin love you~ pic.twitter.com/HoIP3eaVjR"
1257725335522566146,2020-05-06,ucangucangangge,"Sebelul bubu pap dulu ye

~hilihbicit"
1257725335451234307,2020-05-06,araapgilaa,bole jga
1257725335329599488,2020-05-06,dibaydalu,"Temen lakik gada adab, ngagetin malem-malem asw pic.twitter.com/945OSAhG2Q"
1257725335270854656,2020-05-06,xlangitjinggax,"yang masih bangun, cerita kuy, horor gimana? wkwk pic.twitter.com/7v9SoIQvg4"
1257725335166054405,2020-05-06,iman01877846,Pandai bagi terabur jee
1257725334880808964,2020-05-06,auliaazhr2,"Sakit banget damage nya tmn gw;
**abis curhat tentang doi**

""Lu bener gak suka ama dia?""
""Knp emang?""
""Ya kalo gk kan gw bisa mbat tuh, drpada nganggur""

Fucek."
1257725334864060417,2020-05-06,parkiviy,lanjut masih lembur
1257725334809501696,2020-05-06,frhnagotnochill,Jangan ba main paksa em. HAHSHSHAHA https://twitter.com/pangeran_lautan/status/1257718059919273990 …
1257725334587232257,2020-05-06,kenaclaire,Seneng banget dengerin temen cerita ttg pengalaman hs 🥰
1257725334574600192,2020-05-06,noturtype00,"tmn couo ku sendiri bilang gini "" na sebaik baik nya couo, sesetia nya couo ttp couo "" ak gangerti mksdnya sih soalnya dia blg gitu setelah ak disakitin couo🤷🏻"
1257725334398459904,2020-05-06,urwifexx,jangan.Capek lulss
1257725334318796801,2020-05-06,eytintin,"Tenkyu mam

@SB19Official
#SB19BBS50Top5x3 pic.twitter.com/WSJSxp0dIp"
1257725334272610305,2020-05-06,alionism,Boleh2 nnti roger haha
1257725334234861571,2020-05-06,tobeniceperson1,Belum ngantuk ni:v
1257725334201397248,2020-05-06,callmesus___,Sudah kuduga udin
1257725334134259712,2020-05-06,yarashm_,Yakali https://twitter.com/rindubeneran/status/1257605294814711809 …
1257725334020960256,2020-05-06,baby_jinn,gasabar bgt liat interaksi bangtan terutama daddy sm obama😭
1257725333995810816,2020-05-06,esperanzadafa,"Yaudah gih.. Tidur.. Udah malam juga.. Gak baik loh begadamg...
Selamat bobo hyung😅"
1257725333945479169,2020-05-06,eskopiii,"Tmn ku ada yg lagi berjuang gini jugaa, kasian banget liat nya kl dia gagall tpi dia masih semangat dan tetep daftar” 😭😭"
1257725333933088771,2020-05-06,wine0090,Up melu golek https://twitter.com/MaksumRoby/status/1257619593465483265 …
1257725333832232961,2020-05-06,tbukank,Who are you svhool yg versi thailand ternyata yg main dirimu mas :v
1257725333828059138,2020-05-06,hallozennn,Biar ngga kesiangan
1257725333752541184,2020-05-06,ocacanbet,Bgus rian🤘
1257725333610156041,2020-05-06,rafaiz_,Iya soalnya g pasang wifi:v
1257725333224079360,2020-05-06,indahdarlianti,"Happy birthday kamuuh @naga_there 😘 jomblo dari lahirnya udahan ya, tahun ini harus langsung dapat jodoh!"
1257725333144567809,2020-05-06,papaojol,Kodok satu monitor kodok satu
1257725333068845057,2020-05-06,lisasarilisa,Karna ego gak bisa sama sama
1257725333056282624,2020-05-06,rikiyakub1956,Polisi baik cuma ada di pilem
1257725332913709056,2020-05-06,msvalerine,Kadhil beli apa aja........
1257725332695797761,2020-05-06,rizmananda,U yg mana — Tebak https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM5WACPIA3RTZ6VDFRKHV2XYNMYIYNC6KOFFFMUQZRKS3P4FIJIVRH6FIN5U36Y3N7NLRP5BJDRYDB3ACPA5OTSMP6GWOCQ27RTGTO7XSURD2Z4GQM2TMHZFMLJGLE2WLX7XZHX4EQ2HMVH2DK2C33QUOYLNOSDA6EYJC372WGTESKIESNXZ4IFVA= …
1257725332573917184,2020-05-06,sygpapabear,"Bentar bentar, masi ambyar @BTS_twt pic.twitter.com/XnQg2qMhuO"
1257725332485881856,2020-05-06,caelumiere,(menatap bola matamu) kenapa bingung
1257725332242612224,2020-05-06,anxiost,tahan k
1257725332204945411,2020-05-06,hiielsaa,"Wkwk hii sobat rektoratq, sdh siap menghilang hri ini?"
1257725332146143232,2020-05-06,tanefrozen,Bnrbnr terancam setres bersi ngaberentiberenti dr sore yaallah😭
1257725331621867521,2020-05-06,chili999999,hbd bbh @B_hundred_Hyun
1257725331370213379,2020-05-06,bukanfucekboiii,dadang
1257725331286323201,2020-05-06,tyaszn_nr,SIAPA TU KAK
1257725330745221123,2020-05-06,ras_iben39,Awokawok
1257725330640388097,2020-05-06,panmalas,Meh ahhh
1257725330610991104,2020-05-06,jeryanrenaldi_,"Mau sih, tp.."
1257725330242129920,2020-05-06,asyou_cansee,"11 bnr2 definisi lagu peri cintaku-marcel wkwk. sll ada kata ajaib njs dr mulut nh org. kecil mini tp nyebelin bgt, tp w kgn bgt soalny udh lama bgt gaktm. ydh semoga segera di ijab kabul in deh udh cpt lulus cumlaude😘"
1257725330124533767,2020-05-06,sudrajad_w,Nanges yang kenceng
1257725330082521088,2020-05-06,tobelicupcake,mitamit ya gusti😭😭 pen punya abs woi:(
1257725330069917697,2020-05-06,sydiausn,Ndakkkk
1257725329751150592,2020-05-06,rio_handhika,emoh ahh..biarkan membekas
1257725329688326144,2020-05-06,koreg_gy,Etdah masih buka lepp jam segini
1257725329554038784,2020-05-06,fiasalim1,He tidor kau budak kecil
1257725329440796673,2020-05-06,hengky_sihotang,panik kan lu.. Blokk !! pic.twitter.com/i6azxju8au
1257725329344352256,2020-05-06,tentrirach_,"Memang challenge brengsek, udah kepedean ujung2nya malukan. Polosnya natural HAHAHAHA pengen refresh kehidupan dah"
1257725328975224834,2020-05-06,paketelorrr,Jangaaaannnn 😌 tapiii
1257725328878780418,2020-05-06,mengapaaaaaa,yaudah iyeeeeee
1257725328752967682,2020-05-06,ariyani2187,Kudu sabar bang...klo udah dri pagi Ampe sore kga ada yg nyangkut ya udah pulang tanpa bwa hasil sedangkan orng drmh pada nunggui  n mereka gak tau klo akun anyep...disitu saya merasa sedih 😂😂
1257725328513839104,2020-05-06,ndr_zhrh,"akutu pen makan abis itu tidur, cuma ga gimana gimana udh set 2 tanggung beut ntar saur, 
kalo gua tidur yg bangunin satu keluarga sapeee"
1257725328492920832,2020-05-06,han11701,Halo jodohku😭
1257725328488714240,2020-05-06,cxtiepaww,aww mkasihh
1257725328446722049,2020-05-06,dilarangbegitu,tman akhlak less pic.twitter.com/VwIGMWEjVk
1257725328350343168,2020-05-06,damnitsnopal,ni ke istilah cinta sampai mati ? https://twitter.com/rempitlogic/status/1257646804457250816 …
1257725328262225920,2020-05-06,fiatluxetsal,Nggak tau juga aku bedanya yg keluar karena cari penghidupan sama yang menghilangkan kebosanan :(
1257725328065097728,2020-05-06,ariezta_09,"Ama dady sugar yak
Hehe"
1257725327779872768,2020-05-06,murahkok,2 mata yg tidak disentuh api Neraka ✔mata yg menangis karena takut kepada Allah & ✔mata yang terjaga karena siaga di jalan Allah (Tirmidzi)
1257725327444344834,2020-05-06,ekaaacj,Udahh
1257725327419117570,2020-05-06,kuwaaakuwiii,"Bukan main sedap lagi , boleh pergi jauh ni"
1257725327112941568,2020-05-06,daahlahmaless_,otewe
1257725326970417157,2020-05-06,ireneeebaebae,Barusan mam mie hyung
1257725326949408769,2020-05-06,summerxunflower,Bjir ak kira bawang bombay
1257725326517514242,2020-05-06,izrulrosli,"ade member yang asyik nak mature pastu tak leh buat silap ni, boring gak"
1257725326236450818,2020-05-06,jn_kookieee,Selamat malam💜
1257725326114779137,2020-05-06,leefaezah,"HAHAHAHHAHA, malas malas pun dlm dewan ni main badminton. sir johan bawa"
1257725325917601792,2020-05-06,faizalakbarley,Hihih thx u mutualkuuu👀
1257725325741404160,2020-05-06,akutuuh,Makasih kk🥰🥰 ak smgt Trus
1257725325695279105,2020-05-06,shelaag21,Restart coba hpnya atau matiin dulu
1257725325686915072,2020-05-06,panggil_angga,Paan LDR?
1257725325334773761,2020-05-06,unrealsihyeon,Pernah apa ja?
1257725325095526401,2020-05-06,rafiidz_,baru setengh jam :(
1257725325062008832,2020-05-06,angelsovia1,Sugeng tindhak 🙏😊
1257725324617383937,2020-05-06,yoondouner,Gerahhhh
1257725324575424512,2020-05-06,aizatzut,bukan suka la i mean
1257725324470685697,2020-05-06,mcuperta,Jangan bolos ya
1257725324227342337,2020-05-06,cigarettexxv,cewe yg pipinya tirus sering nyepong
1257725324206338048,2020-05-06,eddiepurwonno,"Jangan lupa minum susu,  biar tetep sehat👍👍👍 pic.twitter.com/zPpxrs1QVZ"
1257725324206325760,2020-05-06,tanttatta,"Untung banget notifku nyala, jadi dapet teh😏
Pas buka udah dihapus dan deacct soalnya"
1257725324160233474,2020-05-06,aras_makbullah,Tetaplah bernafas meski kamu masih menjadi beban keluarga
1257725324093091840,2020-05-06,hariqhakimi,"smart tgk iphone 12 ni..perghhh
mngncam"
1257725323895963648,2020-05-06,xranx14,"Pacar orang adalah pacar kita
Karena kita adalah orang
Bosen gw berbagi pacar ama orang lain dri dulu:)"
1257725323673767942,2020-05-06,serrendipeety,.....pulang
1257725323606540288,2020-05-06,araanjay,"ade w knp si, dia pamer klo t*t*tnya bisa berdiri sendiri trus di tidurin lagi, w jd ngakak liatnya😭😭😭"
1257725323564601344,2020-05-06,syasyanescafe,"cakap kat dia ceni "" hg jangan main main hg cakap betoi betoi stgi kawan aku santau hg """
1257725323497467906,2020-05-06,akmalabdrazak_,Jadi la tu haha
1257725323371659271,2020-05-06,srywahyuni_sw,Dari masuk sd sampe tamat wkwk
1257725323262582784,2020-05-06,begundal_sh,":udah napa jangan ngerokok mulu, mending beli seblak!"
1257725322956468230,2020-05-06,gabcabral2,Cheerup ghorllll
1257725322885120001,2020-05-06,restianikasari,Hilihhh micekan nek zola i pelorrrr
1257725322843185154,2020-05-06,pempekjoeragan,"Cobain Yuk...Pempek Kulit PempekJOERAGAN Rasa Gurih dan Nikmat,dipadu dgn Cuko yang kental-manis & Pedas Mantap bgt pic.twitter.com/4Z8giNsNy1"
1257725322696331264,2020-05-06,ambsioyasssh,ko ada kamu si
1257725322553733121,2020-05-06,zahirahhazwani,"'Aura sudah pudar...' 

caption pun laaaaaa 😂 https://twitter.com/rotikaya/status/1257721385192833030 …"
1257725322427949057,2020-05-06,praharalldy26,Limit lama amat ini ya ellah 😔😔😔
1257725322201460737,2020-05-06,kuacirebo16,"•••••tʀuรtɛɗɑɳgɛʆร•••••

|Surabaya|Cek-Bio|
|BO-ML++|
|RR-DM-Angels|
WA 0813-5393-1878

——— 𝗙𝗼𝗹𝗹𝗼𝘄 ———
➡ @g3ndisMu
➡ @g3ndis_ayuuu

°°°🆂🅲🅷🅴🅳🆄🅻🅴🆂°°°
➝ #Surabaya Now pic.twitter.com/5chvAK77e9"
1257725322193068034,2020-05-06,panduuuw_,Pasti akan capek juga
1257725321727467523,2020-05-06,niaa_real12,"Open lagi nih serius wa aja 085945448524
Plis retweet!

#vcs
#vcsbugil
#vcscrot
#vcswhatapps
#vcsbugill
#vcsreal
#vcscolmek
#openvcs
#readyVCS
#rabuambyar
#REALVCS
#rabusantuy
#RECOMMENDED4BO
#RealAngel
#selasaambyar
#bokepindo
#vcscolmek
#BOBandung
#vcscrot"
1257725321681317888,2020-05-06,jangandiunfoll,Laper ya
1257725321568088064,2020-05-06,aidilaimanimran,bole je rasanya yang penting tak bertepuk sebelah tangan
1257725321526165504,2020-05-06,srikayakeju,😭😭😭😭[aku takut]
1257725321496768517,2020-05-06,perbacotandunia,Pgn ketemuin plis
1257725321429696512,2020-05-06,kikuyyyyy_,Iya mau jadi temenmu
1257725320934731778,2020-05-06,felipepunten,Bau bau kawin lari
1257725320272068608,2020-05-06,jeffreyhrtw,Apa itu bobo
1257725320200744961,2020-05-06,frizzzyra,Oke makasih byk!!!
1257725319852617729,2020-05-06,dwitagama,"Sugeng tindak Pakde, Saya pengen nonton konser didi kempot tp belom kesampean krn istri ga bisa nyanyi pake Bahasa Jawa, kami biasa nonton konser berdua, padahal sy kesengsem solo balapan sejak 2000, seneng dan…  https://www.instagram.com/p/B_0JHiUjm32/?igshid=14d51iv2x52y …"
1257725319835824130,2020-05-06,kejumakaron,"Bentar lagi subuh,"
1257725319215079425,2020-05-06,novieintan_,Tolong jelaskan kenapa :( It's so related https://twitter.com/JeromePolin/status/1257724717198237697 …
1257725319206887424,2020-05-06,annozahrahh,@susucokelatena tunjuk lngit
1257725319160594433,2020-05-06,dhitabok_,"BELOM
AYO UP"
1257725319131172864,2020-05-06,rickyxkurniawan,"Sekarang mah prinsipnya duit buat naik gunung, harus balik lagi. pic.twitter.com/VCWGB8HlZ8"
1257725318908936195,2020-05-06,abcdujing,iya anjir
1257725318829191168,2020-05-06,winkowing,Orang sebaik dan selembut nana aja ada yg benci.. Ya ampun suka heran aku tuu 😭😭
1257725318665666560,2020-05-06,mutiarafifah,Yuk istirahat dulu 🤗
1257725318665650182,2020-05-06,zahrasyfra,6 soalnya segitu aja dah kena marah mamah😭
1257725318594310144,2020-05-06,aishajeeda1,hmmmm cantiknyaaa 😭😍❤ pic.twitter.com/JtHH7jCP2K
1257725318401363968,2020-05-06,nottrulyexpert,Tpi video mu aman. Gak tak sebar 👌🏼
1257725318363623424,2020-05-06,devi_meilanaa,"Begadang jangan begadang.
Kalau tiada artinya."
1257725318309134336,2020-05-06,ngentiaudi,hlo kekeyi
1257725318166540289,2020-05-06,urmoodbstrrr,owhh gt
1257725318015541251,2020-05-06,aleeyarhmd,"Girls, kalau nak couple pilih lelaki yg main streak sebab dorang ni setia, setiap hari dorang layan kau"
1257725317646561280,2020-05-06,lovarsyila,"Nah, tapi jangan sampe kebablasan atau ketinggalan yaa. Rugiiiiiiii

Jadi, yang belum sempat tarawih yuk tarawih dulu  masih ada waktuu (｡•̀ᴗ-)✧ pic.twitter.com/xAdLdBfoRu"
1257725317638045698,2020-05-06,dnuruls,Baca reply nya informatif iya cringe iya kocak iya kesel pun iya https://twitter.com/bintangforza/status/1257585850583408640 …
1257725317608701952,2020-05-06,ilyas_wing,bukan apa kim tapi... pic.twitter.com/6UqLm9M1cN
1257725317210206211,2020-05-06,gitamahardika15,"Astagaaa wkwk
Gak janji bebs kalo siang wkwk
Mau keluaar rencananyaaa wkwk
Kabar kabar ajaaah
Mogaa besok puasa otakku tetep encer 😂😂"
1257725317176680448,2020-05-06,gemesgyu,Makan harapan palsu jadi termotivasi hidupnya/?
1257725317155708930,2020-05-06,syafyqah_army91,Jabir tdo jabir.. nnt x bgn sahur
1257725316858068992,2020-05-06,mysupermendes,Bisa bisanya tidur jam 10 bangun jam 11🤯
1257725316782415872,2020-05-06,ilhambohel,Tentu Ronaldinho dan Messi ketika gol pertamanya
1257725316660772864,2020-05-06,faizalwakhid,"Pagi, Sing, Sore, Malam maen mobile legend terus"
1257725316451221505,2020-05-06,ci_f00d,Sudahlah mas mending kita mutualan sajaa
1257725316383952897,2020-05-06,fadnyett_,mentang mentang ramadhan gamau boong
1257725316283301888,2020-05-06,wazupmac_,Monologue yan tanga
1257725316245544960,2020-05-06,sintyaaabrinita,semoga cepet sembuh yaa mama❤❤
1257725316153266176,2020-05-06,teukurifkyyy,Bikin snap we should always be kind pada bingung warga IG karna muncul fotonya 🤣🤣
1257725316144852997,2020-05-06,baneeiill,Truue!! Maka gigil HHAHAHAHA
1257725316098699264,2020-05-06,_twilight000,aku yakin aku tak berlagak ✌🏻 https://twitter.com/aimuffinnn/status/1257226358024835074 …
1257725315775856641,2020-05-06,_brotabah_,Astu sahur kol berapa
1257725315708682240,2020-05-06,agngts_,Selamat menua kamuuu
1257725315272577032,2020-05-06,yanamanaya,"Mau rekaman, AW MALU BGT"
1257725314869997572,2020-05-06,vampir_insyaf,Timelineku hari ini pic.twitter.com/w930gS0Deo
1257725314844647424,2020-05-06,sarahhh_ibrahim,Chumel nya rambut pendek 😭🥰😭 — Sorry. Dah rasa nak rambut panjang balik. Nak flip flip nak buat curl balik. Rindu 😂 https://curiouscat.me/Quesera_/post/1092727413 …
1257725314756571136,2020-05-06,sebelahcinta,Mimpi indah ya kalean
1257725314651701250,2020-05-06,chokie_chokis,Udang
1257725314618146816,2020-05-06,izzatiqstna_,kurus kending 😂
1257725314580373504,2020-05-06,black_cats11,Ditunggu dm an ya
1257725314454532098,2020-05-06,mnjunn,"“lelaki awal awal je beria? kebanyakan lelaki macam tu la tapi kalau kau jumpa someone yang sampai ke sudah beria,hargai dia,sebab banyak dia dah korbankan”"
1257725314228051968,2020-05-06,uttrw_,Ayam bawang
1257725314198716416,2020-05-06,djeonggug,mau dong shrek
1257725314165116930,2020-05-06,thekalllll,kuat apa ni?
1257725314018324480,2020-05-06,nikaizuu1,Yeke
1257725313351479301,2020-05-06,isyaamau,Jgn2 mau give away km ya
1257725313175314434,2020-05-06,yurikkeputri,guguk nya🤭?
1257725313141706754,2020-05-06,miaameya,4 bnda menyakitkan hti aku and buat aku xde mood. Kbai mmg ..._%&~•!?
1257725312994996229,2020-05-06,leaaiuo,Maap yak gajadi ke cartilna. Wkwk.☹️
1257725312986517507,2020-05-06,aqu4moon,Halah halah ngopo to nduk https://twitter.com/diputusinkamuu/status/1257599903980646401 …
1257725312692977665,2020-05-06,nziilaa,"Udh semua  ritual di lakukan sblom tdr, tp kok ya ga bisa tdr sih heran sama mata ni"
1257725312609083392,2020-05-06,equilibriumtpb,Keras sekali kawan kita ini https://twitter.com/jaketapper/status/1257701990366433288 …
1257725312307130368,2020-05-06,ajifajer,Gabut di kampus juga cukup baik
1257725312181219333,2020-05-06,fauziimuhammadd,Anjir baru ketemu langsung ke suspend wkwkwkw
1257725312135135237,2020-05-06,spammingmewgulf,astaga gupiiiiiii
1257725311908749320,2020-05-06,tumiskangkungg_,ualah duh maapin ga bakat jd org jawa tp pengen punya pasangan dr jawa. 5555
1257725311602442241,2020-05-06,rickoadisetiaw1,Koe ra melu lur 😃
1257725311422066688,2020-05-06,nurhuda91512404,Tahniah Danish. moga dipermudahkn. Knp yea privatekn account Twitter. maaf tya.
1257725311418019841,2020-05-06,h_aiman98,"Wah, hebat hebat"
